"Time Frame" ,"Location Id" ,"Location"                 ,"Lodged Bonds" ,"Active Bonds" ,"Closed Bonds" ,"Median Rent" ,"Geometric Mean Rent" ,"Upper Quartile Rent" ,"Lower Quartile Rent" ,"Log Std Dev Weekly Rent"
"2019-09-01" ,"8"           ,"Manawatu-Wanganui Region" ,"483"          ,"16314"        ,"477"          ,"333"         ,"318"                 ,"400"                 ,"260"                 ,"0.36"
"2019-09-01" ,"9"           ,"Wellington Region"        ,"1,164"        ,"43464"        ,"1,131"        ,"495"         ,"474"                 ,"620"                 ,"380"                 ,"0.38"
"2019-09-01" ,"12"          ,"West Coast Region"        ,"57"           ,"1485"         ,"54"           ,"280"         ,"263"                 ,"340"                 ,"240"                 ,"0.35"
"2019-09-01" ,"13"          ,"Canterbury Region"        ,"1,467"        ,"43755"        ,"1,422"        ,"385"         ,"370"                 ,"450"                 ,"320"                 ,"0.34"
"2019-09-01" ,"14"          ,"Otago Region"             ,"489"          ,"18975"        ,"513"          ,"395"         ,"391"                 ,"550"                 ,"300"                 ,"0.47"
"2019-09-01" ,"15"          ,"Southland Region"         ,"198"          ,"5658"         ,"165"          ,"290"         ,"264"                 ,"350"                 ,"220"                 ,"0.40"
"2019-09-01" ,"16"          ,"Tasman Region"            ,"84"           ,"2400"         ,"75"           ,"450"         ,"418"                 ,"495"                 ,"360"                 ,"0.26"
"2019-09-01" ,"17"          ,"Nelson Region"            ,"159"          ,"4245"         ,"150"          ,"415"         ,"375"                 ,"495"                 ,"278"                 ,"0.42"
"2019-09-01" ,"18"          ,"Marlborough Region"       ,"87"           ,"2676"         ,"81"           ,"390"         ,"389"                 ,"450"                 ,"340"                 ,"0.24"
"2019-10-01" ,"-99"         ,"ALL"                      ,"11,448"       ,"374886"       ,"11,415"       ,"455"         ,"445"                 ,"575"                 ,"355"                 ,"0.40"
"2019-10-01" ,"-1"          ,"NA"                       ,"375"          ,"12036"        ,"321"          ,"500"         ,"459"                 ,"620"                 ,"350"                 ,"0.47"
"2019-10-01" ,"1"           ,"Northland Region"         ,"303"          ,"10041"        ,"306"          ,"400"         ,"392"                 ,"480"                 ,"330"                 ,"0.31"
"2019-10-01" ,"2"           ,"Auckland Region"          ,"4,329"        ,"137934"       ,"4,206"        ,"550"         ,"540"                 ,"660"                 ,"450"                 ,"0.36"
"2019-10-01" ,"3"           ,"Waikato Region"           ,"1,068"        ,"34329"        ,"1,080"        ,"410"         ,"392"                 ,"480"                 ,"330"                 ,"0.31"
"2019-10-01" ,"4"           ,"Bay of Plenty Region"     ,"633"          ,"21807"        ,"648"          ,"460"         ,"442"                 ,"540"                 ,"385"                 ,"0.29"
"2019-10-01" ,"5"           ,"Gisborne Region"          ,"57"           ,"2754"         ,"63"           ,"360"         ,"333"                 ,"420"                 ,"280"                 ,"0.34"
"2019-10-01" ,"6"           ,"Hawke's Bay Region"       ,"237"          ,"9687"         ,"258"          ,"400"         ,"405"                 ,"494"                 ,"340"                 ,"0.32"
"2019-10-01" ,"7"           ,"Taranaki Region"          ,"231"          ,"7401"         ,"219"          ,"350"         ,"336"                 ,"420"                 ,"280"                 ,"0.34"
"2019-10-01" ,"8"           ,"Manawatu-Wanganui Region" ,"480"          ,"16290"        ,"504"          ,"350"         ,"329"                 ,"400"                 ,"270"                 ,"0.34"
"2019-10-01" ,"9"           ,"Wellington Region"        ,"1,176"        ,"43494"        ,"1,146"        ,"480"         ,"473"                 ,"610"                 ,"380"                 ,"0.40"
"2019-10-01" ,"12"          ,"West Coast Region"        ,"48"           ,"1473"         ,"63"           ,"280"         ,"252"                 ,"350"                 ,"205"                 ,"0.43"
"2019-10-01" ,"13"          ,"Canterbury Region"        ,"1,473"        ,"43722"        ,"1,503"        ,"385"         ,"363"                 ,"450"                 ,"310"                 ,"0.34"
"2019-10-01" ,"14"          ,"Otago Region"             ,"540"          ,"18867"        ,"651"          ,"420"         ,"420"                 ,"593"                 ,"328"                 ,"0.48"
"2019-10-01" ,"15"          ,"Southland Region"         ,"180"          ,"5694"         ,"144"          ,"300"         ,"277"                 ,"350"                 ,"224"                 ,"0.38"
"2019-10-01" ,"16"          ,"Tasman Region"            ,"84"           ,"2406"         ,"81"           ,"420"         ,"402"                 ,"500"                 ,"380"                 ,"0.36"
"2019-10-01" ,"17"          ,"Nelson Region"            ,"153"          ,"4260"         ,"138"          ,"420"         ,"385"                 ,"480"                 ,"350"                 ,"0.34"
"2019-10-01" ,"18"          ,"Marlborough Region"       ,"81"           ,"2676"         ,"78"           ,"420"         ,"393"                 ,"455"                 ,"345"                 ,"0.24"
"2019-11-01" ,"-99"         ,"ALL"                      ,"12,897"       ,"375066"       ,"12,717"       ,"460"         ,"450"                 ,"580"                 ,"360"                 ,"0.41"
"2019-11-01" ,"-1"          ,"NA"                       ,"390"          ,"12072"        ,"354"          ,"480"         ,"462"                 ,"590"                 ,"380"                 ,"0.39"
"2019-11-01" ,"1"           ,"Northland Region"         ,"336"          ,"10056"        ,"321"          ,"395"         ,"377"                 ,"459"                 ,"325"                 ,"0.29"
"2019-11-01" ,"2"           ,"Auckland Region"          ,"4,680"        ,"138234"       ,"4,380"        ,"550"         ,"539"                 ,"650"                 ,"450"                 ,"0.35"
"2019-11-01" ,"3"           ,"Waikato Region"           ,"1,188"        ,"34401"        ,"1,116"        ,"420"         ,"393"                 ,"480"                 ,"320"                 ,"0.33"
"2019-11-01" ,"4"           ,"Bay of Plenty Region"     ,"759"          ,"21825"        ,"741"          ,"460"         ,"437"                 ,"550"                 ,"380"                 ,"0.33"
"2019-11-01" ,"5"           ,"Gisborne Region"          ,"93"           ,"2754"         ,"93"           ,"360"         ,"343"                 ,"426"                 ,"300"                 ,"0.34"
"2019-11-01" ,"6"           ,"Hawke's Bay Region"       ,"276"          ,"9690"         ,"273"          ,"420"         ,"408"                 ,"491"                 ,"350"                 ,"0.27"
"2019-11-01" ,"7"           ,"Taranaki Region"          ,"246"          ,"7371"         ,"276"          ,"360"         ,"354"                 ,"430"                 ,"300"                 ,"0.32"
"2019-11-01" ,"8"           ,"Manawatu-Wanganui Region" ,"588"          ,"16197"        ,"681"          ,"360"         ,"352"                 ,"440"                 ,"289"                 ,"0.38"
"2019-11-01" ,"9"           ,"Wellington Region"        ,"1,575"        ,"43512"        ,"1,557"        ,"520"         ,"513"                 ,"680"                 ,"390"                 ,"0.46"
"2019-11-01" ,"12"          ,"West Coast Region"        ,"54"           ,"1473"         ,"54"           ,"270"         ,"245"                 ,"300"                 ,"240"                 ,"0.40"
"2019-11-01" ,"13"          ,"Canterbury Region"        ,"1,572"        ,"43710"        ,"1,584"        ,"390"         ,"369"                 ,"450"                 ,"320"                 ,"0.37"
"2019-11-01" ,"14"          ,"Otago Region"             ,"591"          ,"18735"        ,"720"          ,"400"         ,"412"                 ,"565"                 ,"300"                 ,"0.46"
"2019-11-01" ,"15"          ,"Southland Region"         ,"201"          ,"5685"         ,"210"          ,"300"         ,"277"                 ,"350"                 ,"230"                 ,"0.35"
"2019-11-01" ,"16"          ,"Tasman Region"            ,"72"           ,"2409"         ,"69"           ,"428"         ,"403"                 ,"500"                 ,"363"                 ,"0.35"
"2019-11-01" ,"17"          ,"Nelson Region"            ,"180"          ,"4233"         ,"207"          ,"410"         ,"364"                 ,"490"                 ,"300"                 ,"0.43"
"2019-11-01" ,"18"          ,"Marlborough Region"       ,"99"           ,"2694"         ,"81"           ,"390"         ,"379"                 ,"440"                 ,"340"                 ,"0.21"
"2019-12-01" ,"-99"         ,"ALL"                      ,"12,024"       ,"372513"       ,"14,577"       ,"465"         ,"456"                 ,"580"                 ,"365"                 ,"0.41"
"2019-12-01" ,"-1"          ,"NA"                       ,"396"          ,"12129"        ,"339"          ,"488"         ,"464"                 ,"591"                 ,"370"                 ,"0.43"
"2019-12-01" ,"1"           ,"Northland Region"         ,"300"          ,"10032"        ,"327"          ,"420"         ,"400"                 ,"490"                 ,"350"                 ,"0.30"
"2019-12-01" ,"2"           ,"Auckland Region"          ,"4,251"        ,"138006"       ,"4,479"        ,"550"         ,"549"                 ,"665"                 ,"460"                 ,"0.37"
"2019-12-01" ,"3"           ,"Waikato Region"           ,"1,188"        ,"34350"        ,"1,239"        ,"420"         ,"399"                 ,"490"                 ,"340"                 ,"0.32"
"2019-12-01" ,"4"           ,"Bay of Plenty Region"     ,"696"          ,"21774"        ,"747"          ,"465"         ,"448"                 ,"550"                 ,"385"                 ,"0.30"
"2019-12-01" ,"5"           ,"Gisborne Region"          ,"72"           ,"2739"         ,"87"           ,"350"         ,"337"                 ,"415"                 ,"290"                 ,"0.37"
"2019-12-01" ,"6"           ,"Hawke's Bay Region"       ,"255"          ,"9642"         ,"303"          ,"420"         ,"406"                 ,"480"                 ,"350"                 ,"0.30"
"2019-12-01" ,"7"           ,"Taranaki Region"          ,"234"          ,"7353"         ,"252"          ,"370"         ,"360"                 ,"450"                 ,"295"                 ,"0.32"
"2019-12-01" ,"8"           ,"Manawatu-Wanganui Region" ,"561"          ,"16203"        ,"555"          ,"350"         ,"341"                 ,"439"                 ,"280"                 ,"0.37"
"2019-12-01" ,"9"           ,"Wellington Region"        ,"1,368"        ,"43512"        ,"1,371"        ,"525"         ,"515"                 ,"679"                 ,"400"                 ,"0.43"
"2019-12-01" ,"12"          ,"West Coast Region"        ,"42"           ,"1455"         ,"60"           ,"270"         ,"260"                 ,"315"                 ,"250"                 ,"0.32"
"2019-12-01" ,"13"          ,"Canterbury Region"        ,"1,443"        ,"43689"        ,"1,464"        ,"400"         ,"380"                 ,"475"                 ,"320"                 ,"0.39"
"2019-12-01" ,"14"          ,"Otago Region"             ,"690"          ,"16638"        ,"2,787"        ,"420"         ,"420"                 ,"580"                 ,"320"                 ,"0.45"
"2019-12-01" ,"15"          ,"Southland Region"         ,"213"          ,"5676"         ,"219"          ,"300"         ,"283"                 ,"355"                 ,"250"                 ,"0.34"
"2019-12-01" ,"16"          ,"Tasman Region"            ,"72"           ,"2397"         ,"84"           ,"435"         ,"404"                 ,"500"                 ,"348"                 ,"0.28"
"2019-12-01" ,"17"          ,"Nelson Region"            ,"162"          ,"4224"         ,"174"          ,"420"         ,"395"                 ,"500"                 ,"350"                 ,"0.38"
"2019-12-01" ,"18"          ,"Marlborough Region"       ,"78"           ,"2679"         ,"93"           ,"395"         ,"386"                 ,"450"                 ,"340"                 ,"0.23"
"2020-01-01" ,"-99"         ,"ALL"                      ,"16,152"       ,"374877"       ,"13,788"       ,"480"         ,"464"                 ,"620"                 ,"360"                 ,"0.45"
"2020-01-01" ,"-1"          ,"NA"                       ,"498"          ,"12261"        ,"366"          ,"480"         ,"451"                 ,"600"                 ,"350"                 ,"0.48"
"2020-01-01" ,"1"           ,"Northland Region"         ,"291"          ,"10062"        ,"258"          ,"420"         ,"389"                 ,"490"                 ,"330"                 ,"0.33"
"2020-01-01" ,"2"           ,"Auckland Region"          ,"4,710"        ,"138138"       ,"4,575"        ,"560"         ,"557"                 ,"680"                 ,"460"                 ,"0.36"
"2020-01-01" ,"3"           ,"Waikato Region"           ,"1,335"        ,"34506"        ,"1,179"        ,"420"         ,"403"                 ,"510"                 ,"320"                 ,"0.35"
"2020-01-01" ,"4"           ,"Bay of Plenty Region"     ,"654"          ,"21756"        ,"672"          ,"490"         ,"456"                 ,"560"                 ,"400"                 ,"0.38"
"2020-01-01" ,"5"           ,"Gisborne Region"          ,"75"           ,"2733"         ,"81"           ,"368"         ,"373"                 ,"450"                 ,"320"                 ,"0.26"
"2020-01-01" ,"6"           ,"Hawke's Bay Region"       ,"258"          ,"9657"         ,"243"          ,"400"         ,"394"                 ,"490"                 ,"330"                 ,"0.32"
"2020-01-01" ,"7"           ,"Taranaki Region"          ,"234"          ,"7356"         ,"231"          ,"385"         ,"376"                 ,"464"                 ,"303"                 ,"0.37"
"2020-01-01" ,"8"           ,"Manawatu-Wanganui Region" ,"549"          ,"16266"        ,"489"          ,"360"         ,"340"                 ,"430"                 ,"280"                 ,"0.36"
"2020-01-01" ,"9"           ,"Wellington Region"        ,"1,878"        ,"43302"        ,"2,091"        ,"550"         ,"534"                 ,"713"                 ,"420"                 ,"0.44"
"2020-01-01" ,"12"          ,"West Coast Region"        ,"48"           ,"1455"         ,"48"           ,"260"         ,"246"                 ,"305"                 ,"208"                 ,"0.35"
"2020-01-01" ,"13"          ,"Canterbury Region"        ,"2,151"        ,"43758"        ,"2,079"        ,"420"         ,"400"                 ,"500"                 ,"335"                 ,"0.41"
"2020-01-01" ,"14"          ,"Otago Region"             ,"2,949"        ,"18591"        ,"999"          ,"480"         ,"453"                 ,"700"                 ,"300"                 ,"0.55"
"2020-01-01" ,"15"          ,"Southland Region"         ,"213"          ,"5712"         ,"180"          ,"310"         ,"288"                 ,"378"                 ,"233"                 ,"0.40"
"2020-01-01" ,"16"          ,"Tasman Region"            ,"84"           ,"2403"         ,"78"           ,"455"         ,"413"                 ,"516"                 ,"350"                 ,"0.33"
"2020-01-01" ,"17"          ,"Nelson Region"            ,"135"          ,"4218"         ,"141"          ,"450"         ,"399"                 ,"520"                 ,"360"                 ,"0.42"
"2020-01-01" ,"18"          ,"Marlborough Region"       ,"84"           ,"2691"         ,"75"           ,"418"         ,"392"                 ,"460"                 ,"350"                 ,"0.25"
"2020-02-01" ,"-99"         ,"ALL"                      ,"16,458"       ,"376737"       ,"14,598"       ,"480"         ,"468"                 ,"600"                 ,"375"                 ,"0.44"
"2020-02-01" ,"-1"          ,"NA"                       ,"477"          ,"12390"        ,"348"          ,"490"         ,"469"                 ,"620"                 ,"360"                 ,"0.45"
"2020-02-01" ,"1"           ,"Northland Region"         ,"306"          ,"10104"        ,"264"          ,"420"         ,"400"                 ,"495"                 ,"350"                 ,"0.30"
"2020-02-01" ,"2"           ,"Auckland Region"          ,"5,838"        ,"138639"       ,"5,337"        ,"560"         ,"556"                 ,"680"                 ,"460"                 ,"0.36"
"2020-02-01" ,"3"           ,"Waikato Region"           ,"1,539"        ,"34674"        ,"1,368"        ,"440"         ,"407"                 ,"520"                 ,"330"                 ,"0.44"
"2020-02-01" ,"4"           ,"Bay of Plenty Region"     ,"672"          ,"21801"        ,"627"          ,"470"         ,"445"                 ,"550"                 ,"380"                 ,"0.33"
"2020-02-01" ,"5"           ,"Gisborne Region"          ,"96"           ,"2742"         ,"87"           ,"390"         ,"365"                 ,"450"                 ,"300"                 ,"0.41"
"2020-02-01" ,"6"           ,"Hawke's Bay Region"       ,"243"          ,"9666"         ,"234"          ,"430"         ,"418"                 ,"525"                 ,"350"                 ,"0.34"
"2020-02-01" ,"7"           ,"Taranaki Region"          ,"261"          ,"7377"         ,"237"          ,"360"         ,"355"                 ,"429"                 ,"300"                 ,"0.32"
"2020-02-01" ,"8"           ,"Manawatu-Wanganui Region" ,"633"          ,"16407"        ,"489"          ,"340"         ,"327"                 ,"418"                 ,"268"                 ,"0.34"
"2020-02-01" ,"9"           ,"Wellington Region"        ,"2,616"        ,"43473"        ,"2,445"        ,"550"         ,"543"                 ,"730"                 ,"420"                 ,"0.45"
"2020-02-01" ,"12"          ,"West Coast Region"        ,"51"           ,"1461"         ,"45"           ,"280"         ,"277"                 ,"339"                 ,"243"                 ,"0.32"
"2020-02-01" ,"13"          ,"Canterbury Region"        ,"2,334"        ,"44052"        ,"2,043"        ,"410"         ,"396"                 ,"500"                 ,"330"                 ,"0.42"
"2020-02-01" ,"14"          ,"Otago Region"             ,"867"          ,"18861"        ,"597"          ,"410"         ,"384"                 ,"525"                 ,"280"                 ,"0.49"
"2020-02-01" ,"15"          ,"Southland Region"         ,"204"          ,"5715"         ,"198"          ,"300"         ,"276"                 ,"360"                 ,"218"                 ,"0.39"
"2020-02-01" ,"16"          ,"Tasman Region"            ,"81"           ,"2418"         ,"66"           ,"420"         ,"409"                 ,"520"                 ,"345"                 ,"0.31"
"2020-02-01" ,"17"          ,"Nelson Region"            ,"162"          ,"4248"         ,"129"          ,"420"         ,"377"                 ,"480"                 ,"325"                 ,"0.39"
"2020-02-01" ,"18"          ,"Marlborough Region"       ,"75"           ,"2685"         ,"81"           ,"405"         ,"398"                 ,"480"                 ,"350"                 ,"0.25"
"2020-03-01" ,"-99"         ,"ALL"                      ,"12,423"       ,"376257"       ,"12,900"       ,"475"         ,"462"                 ,"590"                 ,"380"                 ,"0.41"
"2020-03-01" ,"-1"          ,"NA"                       ,"402"          ,"12429"        ,"366"          ,"480"         ,"466"                 ,"580"                 ,"393"                 ,"0.41"
"2020-03-01" ,"1"           ,"Northland Region"         ,"279"          ,"10107"        ,"276"          ,"420"         ,"404"                 ,"495"                 ,"350"                 ,"0.28"
"2020-03-01" ,"2"           ,"Auckland Region"          ,"4,494"        ,"138348"       ,"4,785"        ,"560"         ,"559"                 ,"680"                 ,"460"                 ,"0.36"
"2020-03-01" ,"3"           ,"Waikato Region"           ,"1,188"        ,"34662"        ,"1,200"        ,"430"         ,"411"                 ,"500"                 ,"350"                 ,"0.33"
"2020-03-01" ,"4"           ,"Bay of Plenty Region"     ,"732"          ,"21786"        ,"750"          ,"480"         ,"453"                 ,"550"                 ,"385"                 ,"0.29"
"2020-03-01" ,"5"           ,"Gisborne Region"          ,"57"           ,"2724"         ,"78"           ,"400"         ,"380"                 ,"460"                 ,"300"                 ,"0.36"
"2020-03-01" ,"6"           ,"Hawke's Bay Region"       ,"285"          ,"9657"         ,"294"          ,"440"         ,"424"                 ,"510"                 ,"360"                 ,"0.31"
"2020-03-01" ,"7"           ,"Taranaki Region"          ,"201"          ,"7359"         ,"219"          ,"380"         ,"379"                 ,"450"                 ,"308"                 ,"0.32"
"2020-03-01" ,"8"           ,"Manawatu-Wanganui Region" ,"522"          ,"16383"        ,"546"          ,"350"         ,"339"                 ,"429"                 ,"280"                 ,"0.34"
"2020-03-01" ,"9"           ,"Wellington Region"        ,"1,449"        ,"43458"        ,"1,464"        ,"523"         ,"508"                 ,"650"                 ,"400"                 ,"0.39"
"2020-03-01" ,"12"          ,"West Coast Region"        ,"45"           ,"1446"         ,"60"           ,"280"         ,"268"                 ,"340"                 ,"250"                 ,"0.35"
"2020-03-01" ,"13"          ,"Canterbury Region"        ,"1,620"        ,"43959"        ,"1,713"        ,"395"         ,"373"                 ,"450"                 ,"325"                 ,"0.36"
"2020-03-01" ,"14"          ,"Otago Region"             ,"627"          ,"18870"        ,"615"          ,"435"         ,"422"                 ,"595"                 ,"320"                 ,"0.51"
"2020-03-01" ,"15"          ,"Southland Region"         ,"180"          ,"5712"         ,"183"          ,"300"         ,"281"                 ,"360"                 ,"240"                 ,"0.37"
"2020-03-01" ,"16"          ,"Tasman Region"            ,"105"          ,"2427"         ,"96"           ,"460"         ,"429"                 ,"520"                 ,"400"                 ,"0.32"
"2020-03-01" ,"17"          ,"Nelson Region"            ,"150"          ,"4221"         ,"177"          ,"430"         ,"377"                 ,"510"                 ,"323"                 ,"0.45"
"2020-03-01" ,"18"          ,"Marlborough Region"       ,"87"           ,"2694"         ,"78"           ,"400"         ,"391"                 ,"470"                 ,"350"                 ,"0.29"
"2020-04-01" ,"-99"         ,"ALL"                      ,"4,560"        ,"375828"       ,"4,989"        ,"480"         ,"468"                 ,"590"                 ,"380"                 ,"0.41"
"2020-04-01" ,"-1"          ,"NA"                       ,"159"          ,"12435"        ,"150"          ,"480"         ,"449"                 ,"593"                 ,"355"                 ,"0.50"
"2020-04-01" ,"1"           ,"Northland Region"         ,"111"          ,"10098"        ,"120"          ,"430"         ,"406"                 ,"490"                 ,"350"                 ,"0.29"
"2020-04-01" ,"2"           ,"Auckland Region"          ,"1,641"        ,"138012"       ,"1,977"        ,"570"         ,"569"                 ,"691"                 ,"475"                 ,"0.37"
"2020-04-01" ,"3"           ,"Waikato Region"           ,"426"          ,"34665"        ,"423"          ,"450"         ,"418"                 ,"500"                 ,"360"                 ,"0.30"
"2020-04-01" ,"4"           ,"Bay of Plenty Region"     ,"288"          ,"21780"        ,"291"          ,"480"         ,"453"                 ,"550"                 ,"393"                 ,"0.29"
"2020-04-01" ,"5"           ,"Gisborne Region"          ,"36"           ,"2730"         ,"30"           ,"360"         ,"311"                 ,"450"                 ,"250"                 ,"0.60"
"2020-04-01" ,"6"           ,"Hawke's Bay Region"       ,"87"           ,"9636"         ,"108"          ,"420"         ,"421"                 ,"500"                 ,"353"                 ,"0.28"
"2020-04-01" ,"7"           ,"Taranaki Region"          ,"78"           ,"7344"         ,"93"           ,"390"         ,"366"                 ,"440"                 ,"290"                 ,"0.31"
"2020-04-01" ,"8"           ,"Manawatu-Wanganui Region" ,"174"          ,"16383"        ,"174"          ,"380"         ,"349"                 ,"450"                 ,"300"                 ,"0.40"
"2020-04-01" ,"9"           ,"Wellington Region"        ,"486"          ,"43437"        ,"507"          ,"530"         ,"513"                 ,"660"                 ,"420"                 ,"0.43"
"2020-04-01" ,"12"          ,"West Coast Region"        ,"21"           ,"1446"         ,"24"           ,"300"         ,"301"                 ,"360"                 ,"250"                 ,"0.37"
"2020-04-01" ,"13"          ,"Canterbury Region"        ,"579"          ,"43896"        ,"639"          ,"410"         ,"388"                 ,"470"                 ,"343"                 ,"0.32"
"2020-04-01" ,"14"          ,"Otago Region"             ,"252"          ,"18864"        ,"261"          ,"430"         ,"428"                 ,"600"                 ,"320"                 ,"0.46"
"2020-04-01" ,"15"          ,"Southland Region"         ,"66"           ,"5712"         ,"69"           ,"315"         ,"303"                 ,"380"                 ,"240"                 ,"0.34"
"2020-04-01" ,"16"          ,"Tasman Region"            ,"45"           ,"2439"         ,"30"           ,"450"         ,"436"                 ,"510"                 ,"393"                 ,"0.22"
"2020-04-01" ,"17"          ,"Nelson Region"            ,"66"           ,"4236"         ,"51"           ,"490"         ,"438"                 ,"570"                 ,"385"                 ,"0.39"
"2020-04-01" ,"18"          ,"Marlborough Region"       ,"42"           ,"2697"         ,"39"           ,"395"         ,"349"                 ,"423"                 ,"300"                 ,"0.34"
"2020-05-01" ,"-99"         ,"ALL"                      ,"11,562"       ,"377589"       ,"9,801"        ,"460"         ,"453"                 ,"575"                 ,"365"                 ,"0.39"
"2020-05-01" ,"-1"          ,"NA"                       ,"426"          ,"12552"        ,"309"          ,"450"         ,"417"                 ,"550"                 ,"350"                 ,"0.46"
"2020-05-01" ,"1"           ,"Northland Region"         ,"321"          ,"10152"        ,"270"          ,"420"         ,"403"                 ,"495"                 ,"350"                 ,"0.29"
"2020-05-01" ,"2"           ,"Auckland Region"          ,"4,008"        ,"138357"       ,"3,663"        ,"550"         ,"548"                 ,"670"                 ,"450"                 ,"0.36"
"2020-05-01" ,"3"           ,"Waikato Region"           ,"1,116"        ,"34851"        ,"930"          ,"425"         ,"404"                 ,"500"                 ,"350"                 ,"0.32"
"2020-05-01" ,"4"           ,"Bay of Plenty Region"     ,"723"          ,"21960"        ,"543"          ,"480"         ,"463"                 ,"550"                 ,"400"                 ,"0.25"
"2020-05-01" ,"5"           ,"Gisborne Region"          ,"63"           ,"2748"         ,"42"           ,"380"         ,"344"                 ,"450"                 ,"293"                 ,"0.37"
"2020-05-01" ,"6"           ,"Hawke's Bay Region"       ,"288"          ,"9714"         ,"210"          ,"430"         ,"406"                 ,"500"                 ,"360"                 ,"0.36"
"2020-05-01" ,"7"           ,"Taranaki Region"          ,"243"          ,"7401"         ,"189"          ,"380"         ,"368"                 ,"450"                 ,"300"                 ,"0.35"
"2020-05-01" ,"8"           ,"Manawatu-Wanganui Region" ,"483"          ,"16524"        ,"342"          ,"360"         ,"347"                 ,"430"                 ,"295"                 ,"0.32"
"2020-05-01" ,"9"           ,"Wellington Region"        ,"1,188"        ,"43611"        ,"1,011"        ,"500"         ,"486"                 ,"620"                 ,"400"                 ,"0.39"
"2020-05-01" ,"12"          ,"West Coast Region"        ,"45"           ,"1437"         ,"51"           ,"280"         ,"277"                 ,"330"                 ,"250"                 ,"0.26"
"2020-05-01" ,"13"          ,"Canterbury Region"        ,"1,488"        ,"44151"        ,"1,236"        ,"395"         ,"382"                 ,"450"                 ,"340"                 ,"0.31"
"2020-05-01" ,"14"          ,"Otago Region"             ,"621"          ,"18939"        ,"546"          ,"430"         ,"417"                 ,"550"                 ,"330"                 ,"0.44"
"2020-05-01" ,"15"          ,"Southland Region"         ,"183"          ,"5724"         ,"171"          ,"320"         ,"299"                 ,"380"                 ,"250"                 ,"0.36"
"2020-05-01" ,"16"          ,"Tasman Region"            ,"105"          ,"2451"         ,"93"           ,"448"         ,"427"                 ,"500"                 ,"364"                 ,"0.25"
"2020-05-01" ,"17"          ,"Nelson Region"            ,"171"          ,"4284"         ,"123"          ,"420"         ,"399"                 ,"500"                 ,"345"                 ,"0.34"
"2020-05-01" ,"18"          ,"Marlborough Region"       ,"87"           ,"2715"         ,"69"           ,"400"         ,"401"                 ,"460"                 ,"350"                 ,"0.29"
"2020-06-01" ,"-99"         ,"ALL"                      ,"12,129"       ,"379428"       ,"10,290"       ,"465"         ,"450"                 ,"580"                 ,"360"                 ,"0.41"
"2020-06-01" ,"-1"          ,"NA"                       ,"441"          ,"12663"        ,"333"          ,"480"         ,"453"                 ,"590"                 ,"350"                 ,"0.42"
"2020-06-01" ,"1"           ,"Northland Region"         ,"279"          ,"10173"        ,"255"          ,"425"         ,"403"                 ,"483"                 ,"350"                 ,"0.34"
"2020-06-01" ,"2"           ,"Auckland Region"          ,"4,479"        ,"138951"       ,"3,885"        ,"560"         ,"556"                 ,"680"                 ,"460"                 ,"0.36"
"2020-06-01" ,"3"           ,"Waikato Region"           ,"1,170"        ,"35034"        ,"987"          ,"420"         ,"392"                 ,"500"                 ,"320"                 ,"0.34"
"2020-06-01" ,"4"           ,"Bay of Plenty Region"     ,"708"          ,"22068"        ,"600"          ,"470"         ,"447"                 ,"550"                 ,"386"                 ,"0.30"
"2020-06-01" ,"5"           ,"Gisborne Region"          ,"69"           ,"2763"         ,"57"           ,"380"         ,"375"                 ,"438"                 ,"303"                 ,"0.28"
"2020-06-01" ,"6"           ,"Hawke's Bay Region"       ,"249"          ,"9744"         ,"219"          ,"430"         ,"416"                 ,"500"                 ,"350"                 ,"0.33"
"2020-06-01" ,"7"           ,"Taranaki Region"          ,"249"          ,"7437"         ,"213"          ,"350"         ,"339"                 ,"440"                 ,"290"                 ,"0.36"
"2020-06-01" ,"8"           ,"Manawatu-Wanganui Region" ,"534"          ,"16662"        ,"396"          ,"350"         ,"337"                 ,"430"                 ,"280"                 ,"0.37"
"2020-06-01" ,"9"           ,"Wellington Region"        ,"1,251"        ,"43827"        ,"1,035"        ,"500"         ,"474"                 ,"620"                 ,"380"                 ,"0.41"
"2020-06-01" ,"12"          ,"West Coast Region"        ,"57"           ,"1437"         ,"57"           ,"278"         ,"261"                 ,"308"                 ,"223"                 ,"0.33"
"2020-06-01" ,"13"          ,"Canterbury Region"        ,"1,443"        ,"44400"        ,"1,194"        ,"390"         ,"363"                 ,"455"                 ,"304"                 ,"0.37"
"2020-06-01" ,"14"          ,"Otago Region"             ,"702"          ,"19029"        ,"612"          ,"425"         ,"404"                 ,"550"                 ,"313"                 ,"0.41"
"2020-06-01" ,"15"          ,"Southland Region"         ,"198"          ,"5730"         ,"189"          ,"320"         ,"283"                 ,"360"                 ,"240"                 ,"0.37"
"2020-06-01" ,"16"          ,"Tasman Region"            ,"72"           ,"2469"         ,"57"           ,"450"         ,"427"                 ,"523"                 ,"377"                 ,"0.27"
"2020-06-01" ,"17"          ,"Nelson Region"            ,"150"          ,"4293"         ,"141"          ,"420"         ,"394"                 ,"500"                 ,"350"                 ,"0.37"
"2020-06-01" ,"18"          ,"Marlborough Region"       ,"75"           ,"2733"         ,"60"           ,"430"         ,"395"                 ,"488"                 ,"353"                 ,"0.31"
